1, 0.001000, 1700506144
2, 0.002000, 1700506144
3, 0.003000, 1700506144
4, 0.003000, 1700506144
1, 0.001000, 1700506385
2, 0.002000, 1700506385
3, 0.003000, 1700506385
4, 0.003000, 1700506385
1, 0.001000, 1700506397
2, 0.002000, 1700506397
3, 0.003000, 1700506397
4, 0.003000, 1700506397
1, 0.001000, 1700506503
2, 0.002000, 1700506503
3, 0.003000, 1700506503
4, 0.003000, 1700506503
1, 0.001000, 1700506572
2, 0.002000, 1700506572
3, 0.003000, 1700506572
4, 0.003000, 1700506572
1, 0.001000, 1700506661
2, 0.002000, 1700506661
3, 0.003000, 1700506661
4, 0.003000, 1700506661
1, 0.001000, 1700506761
2, 0.002000, 1700506761
3, 0.003000, 1700506761
4, 0.003000, 1700506761
1, 0.001000, 1700506789
2, 0.002000, 1700506789
3, 0.003000, 1700506789
4, 0.003000, 1700506789
1, 0.001000, 1700506838
2, 0.002000, 1700506838
3, 0.003000, 1700506838
4, 0.003000, 1700506838
1, 0.001000, 1700506902
2, 0.002000, 1700506902
3, 0.003000, 1700506902
4, 0.003000, 1700506902
1, 0.001000, 1700506973
2, 0.002000, 1700506973
3, 0.003000, 1700506973
4, 0.003000, 1700506973
1, 0.001000, 1700507067
2, 0.002000, 1700507067
3, 0.003000, 1700507067
4, 0.003000, 1700507067
1, 0.001000, 1700507147
2, 0.002000, 1700507147
3, 0.003000, 1700507147
4, 0.003000, 1700507147
1, 0.001000, 1700508048
2, 0.002000, 1700508048
3, 0.003000, 1700508048
4, 0.003000, 1700508048
1, 0.001000, 1700508113
2, 0.002000, 1700508113
3, 0.003000, 1700508113
4, 0.003000, 1700508113
1, 0.001000, 1700508194
2, 0.002000, 1700508194
3, 0.003000, 1700508194
4, 0.003000, 1700508194
1, 0.001000, 1700508444
2, 0.002000, 1700508444
3, 0.003000, 1700508444
4, 0.003000, 1700508444
1, 0.001000, 1701701321
2, 0.002000, 1701701321
3, 0.003000, 1701701321
4, 0.003000, 1701701321
